publication_id,no_publisher,no_location,number_of_volumes,number_of_pages,illustrated,known_reprints,notes
1031702504,0,0,1,0,no,0,Includes Binchy's short story 'Taximan are Invisible'
1031803255,0,0,1,0,no,0,
1032124750,0,0,1,0,no,0,
1032357981,0,0,1,0,no,0,
1032702285,0,1,1,0,unknown,0,
1033019179,0,0,1,0,yes,0,
1033076799,0,0,1,0,no,0,
1033342607,0,0,1,0,no,0,0
1033400507,0,0,1,0,yes,0,
1033719489,0,0,1,0,no,0,
1033920174,0,0,1,0,no,0,0
1034087616,0,0,1,0,no,0,
1034435043,0,0,3,0,no,0,0
1034665454,0,0,1,0,no,0,
1036108796,0,0,1,0,,0,
1037010536,0,0,1,0,no,0,
1037340385,0,0,1,0,no,0,
1037548807,0,0,1,0,no,0,
1038041654,0,0,1,0,yes,0,
1038137216,0,0,1,0,no,0,
1038604780,0,0,1,0,yes,0,
1039333675,0,0,1,0,no,0,
1039596107,0,0,1,0,no,0,
1039815654,0,0,1,0,no,0,
1039996443,0,0,1,0,no,0,
1040003190,0,0,1,0,unknown,0,"Translated from the French - original author Eugénie Dutheil La Rochère, comtesse de"
1040018587,0,0,1,0,no,0,
1040554684,0,0,1,0,,0,
1040950208,0,0,1,0,no,0,
1041167309,0,0,1,0,no,0,
1041168642,0,0,1,0,no,0,
1042665872,0,0,1,0,no,0,
1042847937,0,0,1,0,no,0,
1043493667,0,0,1,0,no,0,
1043718056,0,0,1,0,no,0,
1043726204,0,0,1,0,no,0,
1043825983,0,0,1,0,yes,0,
1044102232,0,0,1,0,yes,0,
1044183011,0,0,1,0,no,0,
1044482062,1,1,1,0,unknown,0,Published for the author.
1044580871,0,0,1,0,yes,0,
1044648024,0,0,1,0,no,0,
1044720868,0,0,1,0,no,0,
1044812266,0,0,1,0,no,0,
1044837110,0,0,1,0,unknown,0,
1045030411,0,0,1,0,no,0,
1045520929,0,0,1,0,no,0,
1045964526,0,0,1,0,no,0,
1046302599,0,0,1,0,yes,0,
1046507966,0,0,1,0,unknown,0,
1046603940,0,0,1,0,no,0,
1046794295,0,0,1,0,no,0,
1046843469,0,0,1,0,yes,0,Translated from the French - original author Jules Verne
1047542277,0,0,1,0,yes,0,
1047803757,0,0,1,0,no,0,
1048266666,0,0,1,0,no,0,
1048339468,0,0,1,0,no,0,
1048381480,0,0,1,0,yes,0,Contains 'The Poor Cousin'
1048619763,0,0,1,0,no,0,
1048806691,0,0,1,0,no,0,
1048847528,0,0,1,0,no,0,
1048959754,0,0,1,0,no,0,
1049304523,0,0,1,0,no,0,
1049780387,0,1,1,0,no,0,0
1050006861,0,0,1,0,no,0,
1050166274,0,0,3,0,no,0,
1050210000,0,0,1,0,unknown,0,Published anonymously.
1050303427,0,0,1,0,yes,0,
1050303617,0,0,1,0,no,0,
1051001876,0,0,1,0,no,0,
1051084750,0,0,1,0,no,0,
1051181957,0,0,1,0,yes,0,
1051466467,0,0,1,0,no,0,Three volume box set
1051475622,0,0,1,0,yes,0,"In How High the Moon, which also contains Boann by Susan Connolly. Wood engraving by Constance Short. ""A Sense of Place prizewinners 1991, Poetry Ireland/Co-Operation North""."
1051526418,0,0,1,0,no,0,
1051560696,0,0,1,0,no,0,0
1051707653,0,0,1,0,no,0,
1051739857,0,0,1,0,unknown,0,
1051836011,0,0,1,0,no,0,
1052817922,0,0,1,0,no,0,UMI Photocopy
1052984159,0,0,1,0,no,0,
1053300113,0,0,1,0,yes,0,Translated from the French - original author Pierre de Nolhac
1053428491,0,0,1,0,no,0,
1053633215,0,0,1,0,no,0,
1053950579,0,0,1,0,no,0,
1054620474,0,0,11,0,no,0,
1054903205,0,0,1,0,yes,0,
1055000328,0,0,1,0,no,0,
1055151169,0,0,1,0,no,0,
1055268009,0,0,1,0,no,0,0
1055902483,0,0,2,0,no,0,
1056098173,0,0,1,0,yes,0,
1056182012,0,0,1,0,no,0,
1056237866,0,0,1,0,no,0,0
1056250677,0,0,1,0,yes,0,
1056674299,0,0,1,0,no,0,
1056765941,0,0,1,0,no,0,
1057085037,0,0,1,0,yes,0,
1057821260,0,0,1,0,no,0,
1058773307,0,0,1,0,no,0,
1058924832,0,0,1,0,no,0,
1059036264,0,0,1,0,no,0,
1059113582,0,0,3,0,no,0,
1059498575,0,0,1,0,no,0,
1059807445,0,0,1,0,yes,0,
1059840730,0,0,1,0,no,0,
1059876415,0,0,1,0,no,0,
1060396924,0,0,1,0,no,0,
1060569595,0,0,1,0,no,0,
1060644093,0,0,1,0,no,0,
1060922629,0,0,1,0,no,0,
1061392386,0,0,1,0,no,0,
1061398593,0,0,1,0,no,0,
1061685292,0,0,1,0,yes,0,
1061702269,0,0,1,0,no,0,
1062130385,0,0,1,0,no,0,
1062135317,0,1,1,0,no,0,
1062308629,0,0,3,0,no,0,
1062313028,0,0,1,0,no,0,
1063068822,0,0,1,0,no,0,
1063266465,0,0,1,0,,0,
1063436319,0,0,4,0,yes,0,Translated from the French - original author Abbé Orsini
1063487988,0,0,1,0,no,0,
1063554434,0,0,1,0,no,0,
1064215749,0,0,1,0,no,0,
1064295144,0,0,1,0,no,0,
1064365718,0,0,1,0,no,0,
1064823144,0,0,1,0,no,0,
1064929816,0,0,1,0,no,0,
1065134741,0,0,1,0,no,0,
1065693281,0,0,1,0,yes,0,
1065783585,1,0,1,0,yes,0,
1065823281,0,0,1,0,no,0,
1065847185,0,0,3,0,no,0,
1065928502,0,0,1,0,no,0,
1065982136,0,0,1,0,no,0,0
1066081127,0,0,1,0,no,0,
1066439411,0,0,1,0,no,0,
1066782966,0,0,1,0,no,0,
1066992722,0,0,1,0,no,0,
1067151894,0,0,1,0,yes,0,
1067161004,0,0,1,0,no,0,
1067475799,0,0,1,0,no,0,
1067640196,0,0,1,0,no,0,
1067905415,0,0,1,0,no,0,
1067955629,0,0,1,0,no,0,
1068082253,0,0,1,0,yes,0,
1068229688,0,0,1,0,yes,0,Illustrated by Kveta Vanecek
1068420693,0,0,1,0,no,0,
1068877125,0,0,1,0,no,0,
1069047033,0,0,1,0,,0,
1069472552,0,0,1,0,no,0,
1070185036,0,0,1,0,no,0,
1070242048,0,0,1,0,no,0,
1070469188,0,0,1,0,no,0,
1070612525,0,0,1,0,no,0,
1070620741,0,0,1,0,unknown,,
1070778116,0,0,1,0,no,0,
1070993054,0,0,1,0,no,0,
1071162869,0,0,1,0,no,0,
1071503590,0,0,1,0,no,0,
1072509781,0,0,1,0,no,0,
1072698966,0,1,1,0,no,0,
1072973851,0,0,1,0,yes,0,
1073154096,0,0,1,0,no,0,
1073194768,0,0,1,0,unknown,0,
1073266591,0,0,1,0,yes,0,
1073327104,1,1,1,0,no,0,First published in 'Stories of the Irish Peasantry'
1073550644,0,0,1,0,no,0,
1073729330,0,0,1,0,no,0,
1073755050,0,0,1,0,no,0,
1073862992,0,0,1,0,no,0,
1073952724,0,1,1,0,unknown,0,
1074049013,0,0,1,0,yes,0,
1074179997,0,0,1,0,no,0,
1074549286,0,0,1,0,no,0,
1074570930,0,0,1,0,no,0,0
1074786551,0,0,1,0,no,0,0
1075413598,0,0,1,0,no,0,
1075855401,0,0,1,0,no,0,
1075923302,0,0,4,0,yes,0,
1076101257,0,0,1,0,no,0,
1076605098,0,0,1,0,no,0,
1076767775,0,0,1,0,no,0,
1076974394,0,0,1,0,no,0,
1077334989,0,0,1,0,yes,0,
1078255133,0,0,1,0,no,0,
1078800850,0,0,1,0,yes,0,
1079703015,0,0,1,0,no,0,
1079916148,0,0,1,0,,0,
1079996448,0,0,1,0,no,0,
1080080086,0,0,1,0,no,0,
1080295598,0,0,1,0,yes,0,
1080427931,0,0,1,0,yes,0,
1080600961,0,0,1,0,no,0,
1080645182,0,0,1,0,no,0,
1081391756,1,0,1,0,yes,0,
1081461252,0,0,1,0,no,0,
1082256867,0,0,1,0,no,0,
1082565746,0,0,1,0,no,0,
1082902422,0,0,1,0,no,0,
1082914205,0,0,1,0,no,0,
1083067696,0,0,1,0,no,0,
1083686922,0,0,1,0,no,0,
1084021474,0,0,1,0,no,0,
1084169816,0,0,1,0,,0,Printed by J. Christie
1084329185,0,0,1,0,no,0,
1084434493,0,0,1,0,unknown,0,
1084489685,0,0,1,0,no,0,
1085883880,0,0,1,0,unknown,0,Privately published in Dublin
1086081010,0,0,1,0,no,0,
1086145728,0,0,1,0,yes,0,Illustrated by Richard Kennedy
1086480822,0,0,2,0,no,0,
1086738967,0,0,1,0,no,0,
1086814642,0,0,1,0,yes,0,
1086974594,0,0,1,0,no,0,
1088092210,0,0,1,0,no,0,
1088699535,1,0,1,0,unknown,0,
1088705737,1,0,1,0,yes,0,
1088869814,0,0,1,0,no,0,
1089062713,0,0,1,0,no,0,
1089353344,0,0,1,0,yes,0,
1090255641,0,0,1,0,no,0,
1090269454,0,0,1,0,no,0,
1091002213,0,0,1,0,,0,
1091157813,0,0,1,0,yes,0,
1091391403,0,0,1,0,no,0,
1091517959,0,0,1,0,no,0,
1092115409,0,0,1,0,no,0,
1092627357,0,0,1,0,no,0,
1092783344,0,0,1,0,,0,
1092802418,0,0,1,0,no,0,
1092820919,0,0,1,0,no,0,
1093150347,0,0,1,0,yes,0,Translated from the French - original author Aimé Humbert
1093203232,0,0,1,0,no,0,
1093416508,0,0,1,0,no,0,0
1093593627,0,0,1,0,yes,0,
1093708175,0,0,1,0,,0,
1093717357,0,0,1,0,no,0,
1093756291,0,0,1,0,no,0,
1093792745,0,0,1,0,no,0,
1093869284,0,0,1,0,yes,0,
1094051864,0,0,1,0,no,0,
1094056210,0,0,1,0,yes,0,
1094903655,0,0,1,0,,0,Pub. T Cautley Newby
1094941336,0,0,1,0,no,0,
1095001335,0,0,1,0,,0,
1096020180,0,0,1,0,no,0,Published under the pseudonym 'Iota'
1096177432,0,0,4,0,no,0,
1096230171,0,0,1,0,unknown,0,
1096775246,0,0,1,0,yes,0,
1096999316,1,0,1,0,no,0,
1097019065,0,0,1,0,unknown,0,
1097493482,0,0,1,0,no,0,0
1097705100,0,0,1,0,no,0,
1097848364,0,0,1,0,no,0,
1097876951,0,0,1,0,no,0,0
1098572898,0,0,2,0,no,0,
1098646030,0,0,1,0,,0,
1098797364,0,0,1,0,no,0,
1098899293,0,0,1,0,no,0,
1099102759,0,0,1,0,yes,0,
1099604271,0,0,1,0,no,0,
1099614823,0,0,1,0,no,0,
1099945530,0,0,1,0,no,0,
1100116764,0,0,1,0,yes,0,
1100210130,0,0,1,0,no,0,
1100728566,0,0,1,0,no,0,
1100748597,0,0,1,0,yes,0,
1100996485,0,0,1,0,no,0,
1101100348,0,0,1,0,no,0,
1101362937,0,0,1,0,no,0,
1101478969,0,0,1,0,no,0,
1102189723,0,0,1,0,no,0,
1102584983,0,0,1,0,no,0,
1102883551,0,0,1,0,no,0,
1103010681,0,0,1,0,no,0,
1103479821,0,0,1,0,yes,0,This is the first known version but is the second edition
1103729305,0,0,1,0,no,0,
1103933512,0,0,,,-1,0,
1104324977,0,0,1,0,unknown,0,
1104387098,0,0,1,0,no,0,
1104616474,0,0,1,0,yes,0,
1104772372,0,0,1,0,no,0,
1104967612,0,1,1,0,no,0,
1105158499,0,0,1,0,no,0,
1105161949,0,0,1,0,unknown,0,
1105657003,0,0,1,0,no,0,
1105848082,0,0,1,0,no,0,
1105987169,0,0,1,0,no,0,
1106301510,0,0,1,0,no,0,
1106310778,0,0,1,0,no,0,
1106954627,0,0,1,0,no,0,
1107004033,0,0,1,0,no,0,
1107096327,0,0,1,0,unknown,0,Published anonymously
1107220811,0,0,1,0,no,0,
1107334455,0,0,1,0,no,0,
1107338729,0,0,1,0,yes,0,
1107500880,0,0,1,0,no,0,
1107549113,0,0,1,0,no,0,
1107729781,0,0,1,0,no,0,
1107932430,0,0,1,0,yes,0,
1107989859,0,0,1,0,no,0,
1108070767,0,0,1,0,no,0,
1108455994,0,0,1,0,no,0,0
1109075383,0,0,1,0,no,0,
1109132239,0,0,1,0,yes,0,
1109424088,0,0,1,0,no,0,
1109491572,0,0,3,0,no,0,
1109517764,0,0,1,0,yes,0,
1109816959,0,0,1,0,yes,0,
1109828812,0,0,1,0,no,0,
1110131858,0,0,1,0,yes,0,
1110786662,0,0,1,0,no,0,
1111761487,0,0,3,0,no,0,
1112374954,0,0,1,0,yes,0,
1112515534,0,0,1,0,no,0,
1112536833,0,0,1,0,yes,0,
1112862130,0,0,1,0,no,0,
1113099337,0,0,1,0,no,0,
1113116435,0,0,1,0,no,0,
1113510741,0,0,1,0,no,0,
1114560796,0,0,1,0,no,0,
1114594280,0,0,2,0,,,2nd Edition; Copac
1114596997,0,0,1,0,,,Anon;  Copac
1114604367,0,0,1,0,,,Copac
1114674593,0,0,1,0,no,,FD; Copac
1114678911,0,0,1,0,no,0,0
1114689428,0,0,1,0,,,Another edition of Alone We Embark. Copac
1114690989,0,0,1,0,no,0,
1115341454,0,0,1,0,no,0,
1115627306,0,0,1,0,,0,
1116202510,0,0,1,0,unknown,0,"""with foreword and suggestions for school use by Eric Dare."" ""Contents: Can I Help You?--There's a Man in That Tree--Switch On-Switch Off--Clothes-Lines--Three From Four Leaves One--Burning Topic."""
1116493278,0,0,1,0,,,Copac
1116764240,0,0,1,0,no,0,
1116959756,0,0,1,0,no,0,
1117447652,0,0,1,0,no,0,
1117519223,0,0,1,0,no,0,
1118010161,0,0,1,0,no,0,
1118585338,0,0,1,0,no,0,
1118823951,0,0,1,0,no,0,
1119566525,0,0,1,0,no,0,
1119726435,0,0,1,0,yes,,
1120037452,0,0,1,0,yes,0,
1120761338,0,0,1,0,unknown,0,
1121253832,0,0,1,0,no,0,
1121328743,0,0,1,0,yes,0,
1121920136,0,0,1,0,no,0,
1121947610,0,0,1,0,unknown,,
1122121248,0,0,1,0,yes,0,
1122214404,0,0,1,0,yes,0,Index by Robert C. Simington
1122273160,0,0,1,0,unknown,,
1122289669,0,0,1,0,no,0,
1122474915,0,0,3,0,no,0,
1123165564,0,0,1,0,no,,
1123211851,0,0,1,0,no,0,
1123383517,0,0,1,0,no,0,
1123508486,0,0,1,0,no,0,
1123606769,0,0,1,0,yes,0,
1123622839,0,0,1,0,,0,
1123663660,0,0,1,0,no,0,
1124277306,0,0,1,0,no,0,
1124780967,0,0,1,0,no,0,
1124802729,0,0,1,0,unknown,0,
1124840586,0,0,1,0,no,0,
1125838474,0,0,1,0,yes,0,
1126000908,0,0,1,0,unknown,0,Produced and published by Bealtaine Writers' Group
1126254371,0,0,1,0,no,0,
1126301875,0,0,1,0,no,0,
1126514365,0,0,1,0,yes,0,
1126589490,0,0,1,0,unknown,0,
1127023669,0,0,1,0,no,0,
1127054835,0,0,1,0,no,0,
1127635752,0,0,1,0,no,0,
1128052295,0,0,1,0,no,0,
1128708318,0,0,1,0,yes,0,
1128778119,0,0,1,0,yes,0,
1129045197,0,0,1,0,unknown,,
1129128240,0,0,1,0,unknown,0,n.d.
1129129943,0,0,1,0,yes,0,
1129634750,0,0,1,0,yes,1,
1129799288,0,0,1,0,unknown,0,Hugh Roberton composer
1129923608,0,0,1,0,no,0,
1130090996,0,0,3,0,no,0,
1130322705,0,0,1,0,unknown,0,circa pub date
1130475597,0,0,1,0,no,0,
1130500776,0,0,1,0,no,0,"Pamphlet, 11 pages."
1130597776,0,0,1,0,unknown,0,
1130637975,0,0,1,0,unknown,0,
1130935597,0,0,1,0,unknown,0,
1131023939,0,0,1,0,unknown,0,
1131302523,0,0,1,0,no,0,
1131385317,0,0,1,0,no,0,
1131650012,0,0,1,0,no,0,
1131787187,0,0,1,0,yes,0,
1131855891,0,0,1,0,no,0,
1132493850,0,0,1,0,no,0,
1133004318,0,0,1,0,no,0,
1133028361,0,0,1,0,,0,"Songs in Irish, english translation."
1133178457,0,0,1,0,yes,0,
1133210201,0,0,1,0,no,0,
1133448136,0,0,1,0,,0,
1133585034,0,0,1,0,,0,
1134022840,0,0,1,0,yes,0,
1134038843,0,0,1,0,no,0,
1134368670,0,0,1,0,no,0,
1134923510,0,0,1,0,no,0,
1135035304,0,0,1,0,no,0,
1135652126,0,0,1,0,no,0,
1136194188,0,0,1,0,no,0,
1136758253,0,0,1,0,no,0,0
1136847474,0,0,1,0,yes,0,
1136849476,0,0,1,0,no,0,
1137921545,0,0,1,0,yes,0,
1138097689,0,0,,,-1,0,
1138301770,0,0,1,0,no,0,
1138340929,0,0,1,0,no,0,
1138457810,0,0,1,0,no,0,
1138698396,0,0,1,0,unknown,0,
1139091906,0,0,1,0,,0,Monastrere provincial du Bon-Pasteur
1139241253,0,0,1,0,yes,0,Compiled by D. G. Tahta
1139423354,0,0,1,0,no,0,
1139446804,0,0,1,0,no,0,
1139484514,0,0,1,0,no,0,
1139654245,0,0,1,0,yes,0,
1139705126,0,0,1,0,yes,0,
1139842008,0,0,1,0,yes,0,
1139850486,0,0,1,0,yes,0,
1139867143,0,0,1,0,yes,0,Illustrated by Debbie Boon
1139880810,0,0,1,0,,0,
1139881417,0,0,1,0,,0,
1139882246,0,0,1,0,,0,
1139883672,0,0,1,0,,0,
1139883890,0,0,1,0,,0,
1139884132,0,0,1,0,,0,
1139884578,0,0,1,0,,0,
1139884947,0,0,1,0,,0,
1139913034,0,0,1,0,no,0,
1139959650,0,0,1,0,no,0,
1139960079,0,0,1,0,,0,
1139994131,0,0,2,0,no,0,
1139997618,0,0,1,0,no,0,
1140084182,0,0,1,0,no,0,0
1140169243,0,0,3,0,no,0,
1140178035,0,0,1,0,,0,
1140178386,0,0,1,0,,0,
1140179434,0,0,1,0,,0,
1140179963,0,0,1,0,yes,0,
1140180211,0,0,1,0,yes,0,
1140180490,0,0,1,0,yes,0,
1140469535,0,0,1,0,no,0,
1140556252,0,0,1,0,yes,0,
1140582893,0,0,1,0,no,0,
1140617976,0,0,3,0,no,0,0
1140626290,0,0,1,0,no,0,Translated from the French - original author Albert Delaporte
1140913443,0,0,1,0,yes,0,
1140919736,0,0,1,0,yes,0,
1140960693,0,0,1,0,no,0,
1140965308,0,0,3,0,no,0,
1140990375,0,0,1,0,no,0,
1141024530,0,0,1,0,no,0,
1141057531,0,0,1,0,yes,0,0
1141087975,0,0,1,0,no,0,
1141137708,0,0,2,0,no,0,0
1141140390,0,0,1,0,no,0,
1141210939,0,0,1,0,no,0,0
1141223662,0,0,1,0,no,0,0
1141226609,0,0,1,0,no,0,0
1141658429,0,0,1,0,yes,0,0
1141721025,0,0,1,0,yes,0,0
1141745563,0,0,1,0,no,0,
1141745633,0,0,1,0,no,0,0
1141810535,0,0,1,0,no,0,0
1141899872,0,0,1,0,no,0,0
1142334777,0,0,1,0,no,0,0
1142349299,0,0,1,0,no,0,0
1142420272,0,0,1,0,no,0,0
1142484063,0,0,1,0,,0,
1142505389,0,0,1,0,no,0,0
1142538523,0,0,1,0,no,0,
1142578336,0,0,1,0,no,0,"Contains 'The Glass Lake', 'Scarlet Feather' and 'Quentins'"
1142868304,0,0,1,0,no,0,0
1142877520,0,0,1,0,no,0,
1142903930,0,0,0,0,no,0,
1142937358,0,0,1,0,no,0,0
1143048117,0,0,1,0,no,0,
1143091151,0,0,1,0,no,0,
1143387303,0,0,1,0,no,0,
1143449880,0,0,1,0,no,0,Lapwing Poetry Pamphlet no. 5
1143624100,0,0,1,0,yes,0,0
1143710547,0,0,1,0,yes,0,0
1143728061,1,0,1,0,no,0,0
1143798598,0,0,1,0,no,0,0
1143804991,0,0,1,0,unknown,0,
1143810690,0,0,3,0,no,0,0
1143985530,0,0,1,0,no,0,
1144323662,0,0,1,0,,0,
1144393443,0,0,1,0,unknown,0,
1144411584,0,0,1,0,no,0,
1144589807,0,0,1,0,no,0,
1144932024,0,1,1,0,no,0,
1145003385,0,0,1,0,no,0,
1145164375,0,0,1,0,no,0,
1145481888,0,0,1,0,no,0,
1145829593,0,0,1,0,no,0,
1145963488,0,0,1,0,no,0,
1146062146,0,0,1,0,no,0,
1146295359,0,0,1,0,no,0,
1146758935,0,0,1,0,no,0,
1146823296,0,0,1,0,no,0,
1147082809,1,0,1,0,no,0,0
1147269578,0,0,1,0,no,0,0
1147873167,0,0,1,0,unknown,0,
1147878476,0,0,1,0,unknown,0,"""developed by the National Literacy Agency and Tipp FM"""
1147980447,0,0,1,0,unknown,0,
1148116584,0,0,1,0,unknown,0,
1148208790,0,0,1,0,unknown,0,
1148210404,0,0,1,0,unknown,0,
1148211069,0,0,1,0,unknown,0,"""Limited edition of 300 copies"""
1148218282,0,0,1,0,yes,0,"""Picture research by Yseult Thornley; based on an idea by Edmund Lynch."" Published simultaneously in English."
1148231747,0,0,1,0,yes,0,
1148232532,0,0,1,0,unknown,0,
1148237614,0,0,1,0,unknown,0,
1148240839,0,0,1,0,no,0,
1148297296,0,0,1,0,yes,0,
1148456885,0,0,1,0,no,0,
1148709573,0,0,1,0,yes,0,Bogie men.; Full moon.; Coats.; Damer's gold.; MacDonough's wife
1148944261,0,0,1,0,no,0,
1149028657,0,0,1,0,no,0,
1149307176,0,0,1,0,no,0,
1149465736,0,0,1,0,yes,0,
1149492874,0,0,1,0,no,0,
1149823138,0,0,1,0,no,0,
1150072209,0,0,1,0,no,0,
1150284803,0,0,1,0,no,0,
1150299134,0,0,1,0,no,0,
1150308618,0,0,1,0,no,0,
1150362882,0,0,1,0,unknown,0,
1150463603,0,0,1,0,no,0,
1150567040,0,0,1,0,no,0,
1150586317,0,0,1,0,yes,0,"""with sixteen illustrations by Henry J. Sharpe"""
1150861304,0,0,1,0,,0,
1150910618,1,1,1,0,unknown,0,No publisher/location given on the text; published by the author.
1151085711,0,0,1,0,no,0,
1151086134,0,0,1,0,no,0,
1151098976,0,0,1,0,unknown,0,
1151103974,0,0,1,0,unknown,0,
1151170727,0,0,1,0,yes,0,
1152086110,0,0,1,0,no,0,
1152198497,0,0,1,0,,,1st edition. Copac
1152812061,1,0,2,0,no,0,Czech translation of an unspecified Alcock book
1153084680,0,0,3,0,no,0,
1153267037,0,0,1,0,no,0,
1153307418,0,0,1,0,yes,0,
1153491154,0,0,1,0,no,0,Translated from the French - original author Rev. P. Collot
1154044091,0,0,1,0,no,0,
1154927528,0,0,1,0,yes,0,
1154961341,0,0,1,0,no,0,
1155205332,0,0,1,0,no,0,
1155225464,0,0,3,0,no,0,
1155228296,0,0,1,0,unknown,0,
1155286635,0,0,1,0,no,0,
1155309319,0,0,1,0,no,0,
1155607387,0,0,1,0,no,0,
1155630854,0,0,1,0,yes,0,
1155644550,0,0,1,0,no,0,
1155715757,0,0,3,0,no,0,
1155809953,0,0,1,0,no,0,
1155891201,0,0,3,0,no,0,
1155894636,0,0,1,0,no,0,
1155897885,0,0,1,0,no,0,
1155912442,0,0,1,0,no,0,
1156150949,0,0,1,0,yes,0,
1156159903,0,0,1,0,no,0,
1156163797,0,0,1,0,no,0,
1156164991,0,0,1,0,no,0,
1156168195,0,0,1,0,no,0,
1156326198,0,0,1,0,no,0,
1156377237,0,0,1,0,yes,0,
1156412383,0,0,1,0,no,0,
1156425595,0,0,1,0,no,0,
1156656961,0,0,1,0,yes,0,
1156670690,0,0,2,0,no,0,
1156990336,0,0,1,0,no,0,
1157625973,1,0,1,0,no,0,
1157638231,0,0,1,0,no,0,
1157986840,0,0,1,0,no,0,
1158158521,0,0,1,0,unknown,0,
1158159521,0,0,1,0,no,0,
1158423737,0,0,1,0,unknown,0,"Publication of the Pen Friends Writers' Group, Limerick."
1158571340,0,0,3,0,no,0,
1158656271,0,0,3,0,no,0,
1158662804,0,0,2,0,no,0,
1158669297,0,0,2,0,no,0,
1158743150,0,0,1,0,no,0,
1158763318,0,0,1,0,no,0,
1158917248,0,0,1,0,no,0,
1159176745,0,0,1,0,,0,
1159289089,0,0,1,0,no,0,
1159326174,0,0,1,0,no,0,
1160039926,0,0,1,0,no,0,
1160052355,0,0,1,0,no,0,
1160076515,0,0,1,0,no,0,
1160133844,0,0,1,0,no,0,
1160312995,0,0,1,0,no,0,
1160470906,0,0,1,0,no,0,
1160523190,0,0,1,0,no,0,
1160629931,0,0,1,0,yes,0,Translated from the French - original author Abbé F. Lagrange
1160653580,0,0,1,0,no,0,
1160734664,0,0,1,0,no,0,
1160774376,0,0,3,0,no,0,Published under the pseudonym 'Iota'
1160796435,0,0,1,0,no,0,
1160966374,0,0,1,0,unknown,0,
1161407629,0,0,1,0,yes,0,
1161939018,0,0,1,0,no,0,
1161954193,0,0,1,0,no,0,
1162307960,0,0,1,0,no,0,
1162393568,0,0,1,0,no,0,
1162461657,0,0,1,0,no,0,
1162474359,0,0,1,0,no,0,
1162486706,0,0,1,0,no,0,
1162548407,0,0,1,0,no,0,
1162561573,0,0,1,0,no,0,
1162570594,0,0,1,0,no,0,
1162820127,0,0,1,0,no,0,
1162826422,1,0,1,0,no,0,
1162834621,0,0,1,0,no,0,
1162892987,0,0,1,0,no,0,
1162905896,0,0,1,0,yes,0,
1162976112,0,0,1,0,no,0,
1163000386,0,0,1,0,no,0,
1163109492,0,0,1,0,no,0,
1163311451,0,0,1,0,no,0,
1163355949,0,0,1,0,no,0,
1163374735,0,0,1,0,no,0,
1163777486,0,0,1,0,no,0,
1163982955,0,0,1,0,yes,0,
1164209436,0,0,1,0,unknown,0,
1164374140,0,0,1,0,no,0,
1164381644,0,0,1,0,no,0,
1164700654,0,0,1,0,,0,
1164783548,0,0,1,0,yes,0,
1164968826,0,0,1,0,no,0,
1164978702,0,0,1,0,yes,0,
1164980972,0,0,1,0,no,0,
1165188851,0,0,1,0,yes,0,
1165532601,0,0,1,0,no,0,
1165573416,0,0,1,0,no,0,
1165581658,0,0,1,0,yes,0,
1165586863,0,0,1,0,no,0,
1165600158,0,0,1,0,no,0,
1165919545,0,0,1,0,no,0,
1166164451,0,0,1,0,unknown,0,
1166175681,0,0,1,0,no,0,
1166202138,0,0,1,0,yes,0,
1166340592,0,0,1,0,no,0,
1166483939,0,0,1,0,yes,0,
1166489451,0,0,1,0,no,0,
1166551077,0,0,1,0,,0,
1166690097,0,0,1,0,yes,0,
1167003996,0,0,1,0,no,0,
1167145387,0,0,1,0,,0,
1167171611,0,0,1,0,yes,0,
1167774281,0,0,1,0,no,0,
1168065353,0,0,1,0,no,0,
1168308658,0,0,1,0,yes,0,
1168358925,0,0,1,0,yes,0,
1168417345,0,0,1,0,no,0,
1168525045,0,0,1,0,no,0,
1168619176,0,0,1,0,yes,0,
1169045282,0,0,1,0,no,0,
1169045777,0,0,1,0,no,0,
1169053095,0,0,1,0,no,0,
1169103596,0,0,1,0,no,0,
1169222066,0,0,1,0,no,0,
1169286962,0,0,1,0,no,0,
1169317351,0,0,1,0,,0,
1169324776,0,0,1,0,no,0,
1169405899,0,0,1,0,no,0,
1169606857,0,0,1,0,,0,
1169644161,0,0,1,0,no,0,
1169649863,0,0,1,0,,0,
1169650421,0,0,1,0,no,0,
1169650800,0,0,1,0,no,0,
1169655116,0,0,1,0,no,0,
1169660911,0,0,1,0,no,0,
1169728251,0,0,1,0,no,0,
1169735163,0,0,1,0,no,0,
1169736020,0,0,1,0,no,0,
1169737056,0,0,1,0,,0,
1169816933,0,0,1,0,no,0,
1169831954,0,0,1,0,no,0,
1169891202,0,0,1,0,no,0,
1170050871,0,0,1,0,yes,0,
1170074985,0,0,1,0,no,0,
1170155685,0,0,1,0,no,0,
1170157416,0,0,1,0,no,0,
1170163363,0,0,1,0,no,0,
1170242254,0,0,1,0,no,0,
1170257271,0,0,1,0,no,0,
1170316738,0,0,1,0,no,0,
1170334931,0,0,1,0,no,0,
1170338325,0,0,1,0,no,0,
1170430873,0,0,1,0,no,0,
1170495773,0,0,1,0,no,0,
1170619843,0,0,1,0,no,2,Poolbeg Authors
1170736990,0,0,1,0,no,0,
1170857701,0,0,1,0,no,0,
1170866799,0,0,1,0,no,0,
1170868816,0,0,1,0,unknown,0,
1171085649,0,0,1,0,no,0,
