publication_id,published_in,start_page,end_page,continued_on,continuation_end,illustrated,notes,article_subseries,system
1085586387,-279839679,7,8,,,no,,0,1
1085595548,1686115209,432,432,,,no,Aug,0,1
1085879240,1960616586,6,8,,,yes,,0,1
1086273905,2123729036,24,24,,,no,,0,1
1086433755,752376613,6,9,,,yes,,0,1
1087008662,731559945,836,836,,,no,,0,1
1087360492,-1893233960,301,310,,,no,June,0,1
1087492510,1438658517,19,19,,,no,,0,1
1087841750,1655685480,18,20,,,no,,0,1
1087979319,758988892,0,0,,,unknown,,0,1
1088207169,-661101758,419,420,,,no,Summary of work of the Irishwomen's Reform League,-131422656,1
1088406685,1928988223,427,427,,,no,August,0,1
1088685199,-1453906401,21,21,,,no,,0,1
1088764045,1743126279,6,6,,,no,,0,1
1089293175,-34864329,45,45,,,no,,0,1
1089430547,1884239068,139,141,,,no,,0,1
1089561396,1577446343,58,72,,,unknown,,0,1
1089991771,1108330498,5,6,,,no,,0,1
1090023234,1686115209,557,557,,,no,Oct,0,1
1090383268,-613778072,35,35,,,no,,0,1
1090475790,1977475955,325,325,,,no,,1476450338,1
1090633723,499011557,,,,,unknown,,1196432413,1
1090709532,970652775,,,,,unknown,,1196432413,1
1090932686,758028272,5,,,,unknown,,0,1
1091162979,519289307,547,552,,,unknown,,0,1
1091484442,1691895837,9,9,,,no,Published in The Irish Press,1196432413,1
1091730239,-570297878,51,51,,,no,,0,1
1091769617,1132751897,70,70,,,no,,0,1
1092027082,-1027462939,204,204,,,unknown,,0,1
1092378156,366120202,14,15,,,no,Printed with version in English by Tom MacIntyre.,0,1
1092414741,1855077800,94,97,,,no,,0,1
1092437822,726368275,536,536,,,no,October,0,1
1092852523,-1314885073,26,27,,,yes,,0,1
1093028817,-295031536,221,231,,,no,,0,1
1093299967,-1879844938,17,42,,,no,,0,1
1093583543,1315258707,51,52,,,no,Part of a supplement including the work of five contemporary Mexican writers.,0,1
1093606553,1133425978,v,ix,,,no,,0,1
1093869808,713068243,20,20,,,no,,0,1
1094187033,-614501702,20,23,,,yes,Máire Ní Ríordáin and Eoghan Ó Tuairisc translated the original account of Italian book clubs,0,1
1094585959,1427248353,15,16,,,yes,,0,1
1095418807,1171710502,388,388,,,no,July,0,1
1095957611,107704662,143,144,,,no,March,0,1
1096566170,1000999888,52,52,,,no,,0,1
1096675752,-421265503,49,50,,,no,,0,1
1096764715,-395830797,198,198,,,no,Letter to the Daily News and Leader,0,1
1097857968,-1026617653,475,510,,,unknown,,0,1
1097928732,1172156138,162,162,,,no,March,0,1
1098041073,-1064768630,51,51,,,no,January,0,1
1098437450,-690355165,77,77,,,yes,Translation of 'An Taobh Tuathail'.,0,1
1098553183,-734078022,20,26,,,no,,0,1
1099438825,-196870264,9,9,,,no,,0,1
1099878109,-214052916,323,331,,,no,,0,1
1100362021,1889218612,70,71,,,no,,0,1
1100475623,1081017744,6,7,,,no,,0,1
1100521394,-1996392939,127,135,,,no,,0,1
1101003767,-1841579844,20,20,,,no,Part of 'Anthology of Argentinian Poetry'. Translated from original text in Los tabajos y las noches.,0,1
1101112853,-1797552726,16,17,,,no,,0,1
1101159080,391441009,38,38,,,no,,0,1
1101320153,1135100663,13,13,,,no,,0,1
1101530174,-44526356,472,474,,,no,July,,1
1102019454,397498165,,,,,unknown,,0,1
1102075111,-498518997,12,12,,,no,,0,1
1102189150,1861102321,17,19,,,no,"review of  'Lámhscríbhinní Gaeilge Choláiste Phádraig, Má Nuad', 'Dinnseanchas, Iml. II, Uimh, 1', Éigse, Vol. XI, Pt. iii'",0,1
1102285662,-2131613711,258,288,,,unknown,,0,1
1102407289,1943053975,21,23,,,no,Two stories: 'The Cord of Sand' and 'The Fool'.,0,1
1103156847,1135100663,6,6,,,no,,0,1
1103202949,-350734040,144,146,,,no,,0,1
1103268079,-1377723820,15,16,,,no,,0,1
1103366579,1381310906,155,160,,,no,,0,1
1103623603,-639091270,114,115,,,no,,0,1
1103836836,86814256,20,20,,,no,,0,1
1104070708,-1290343804,42,42,,,no,"Printed with English translation by the author, 'Untitled'.",0,1
1104238576,-323085458,38,38,,,no,,0,1
1104626535,1214310078,7,7,,,yes,,1143579177,1
1104720085,1716466899,160,163,,,no,,0,1
1105435110,1139323883,54,56,,,no,,0,1
1105770035,-847863986,15,15,,,no,,0,1
1105780400,-708329372,4,24,,,no,Review of 'Críost: An Fhírinne Agus An Solas' by Br. J.C. Moore and Mary Purcell,0,1
1105851012,375480806,355,369,,,unknown,,0,1
1106071992,1509169270,56,57,,,no,,0,1
1106277453,-234774646,369,374,,,no,,-588755784,1
1106285473,-1956712889,202,202,,,yes,,0,1
1106486711,49752059,8,32,,,no,,0,1
1107005592,-799593777,324,324,,,no,June,0,1
1108136927,1131555576,73,73,,,no,,0,1
1109100126,1949953777,156,178,,,unknown,,0,1
1109249404,1928988223,37,37,,,no,January,0,1
1109661592,-1194806445,10,10,,,yes,,0,1
1110395078,1144860695,11,14,,,no,,0,1
1110674952,-1027462939,106,106,,,unknown,Author described as 'Ellice Pilkington and others'.,0,1
1111158848,1132773275,39,40,,,no,,0,1
1111369830,916116140,78,79,,,no,,0,1
1111401195,-1574020398,13,13,,,no,,0,1
1111414445,870310763,23,23,,,no,,0,1
1112212656,-1731898323,,,,,unknown,,0,1
1112624066,-410276349,155,157,,,no,Essay on the influence of John Berryman on Ní Dhomhnaill's  life and work.,0,1
1113291812,1171285773,326,327,,,no,June,0,1
1113475557,-1664667830,111,124,,,yes,,-927342665,1
1113875238,1748061743,3,3,,,no,,0,1
1114246349,1126017158,359,367,,,yes,,0,1
1114420741,418952061,183,183,,,no,Letters to the Nationalist and Labour MPs,-683429388,1
1114637849,223273671,305,,,,unknown,,0,1
1114720090,-744559267,8,9,,,no,,0,1
1115217992,1079410355,191,191,,,no,April,0,1
1115274228,1001531862,14,15,,,yes,,0,1
1115393799,-1837942927,0,0,,,unknown,,0,1
1115441832,1884239068,50,55,,,yes,Retrospective analysis of the author's own work as an artist.,0,1
1115551918,545021659,14,36,,,no,,0,1
1115938442,-1784922590,46,75,,,no,,0,1
1115940388,715168406,24,24,,,no,,0,1
1116768404,1422391417,34,34,,,no,,0,1
1116955237,1467480289,31,31,,,no,,0,1
1117134821,1376834036,389,389,,,unknown,,0,1
1117497141,-1756937319,150,158,,,no,,0,1
1118341999,1295981542,776,787,,,unknown,,0,1
1118428686,1549380832,87,97,,,no,,0,1
1118584192,-886444998,48,48,,,no,,0,1
1118769764,-262200104,27,27,,,no,,0,1
1118870297,-965254962,11,12,,,yes,'From the Irish',0,1
1118969990,2022912697,27,39,,,yes,,0,1
1119054877,-1027112424,134,134,,,no,Letter to Asquith asking him to receive an IWFL deputation.,-159297903,1
1119277045,-61430362,20,21,,,no,,0,1
1119356741,200378422,61,65,,,no,,1388281192,1
1119547090,1130403253,19,34,,,unknown,,0,1
1119762025,-1684521315,72,72,,,no,,0,1
1120397916,1138905506,34,34,,,no,,0,1
1120398929,1059074973,6,10,,,unknown,,0,1
1120483877,1654717748,77,78,,,no,,1679595058,1
1120825238,1052291844,1,7,,,no,,1388281192,1
1120915208,-2066667407,150,151,,,yes,,0,1
1121075558,-171831830,97,97,,,no,,0,1
1121078608,-76988266,148,148,,,no,,1823284952,1
1121162530,-829764002,137,137,,,no,,0,1
1121278654,1224790468,35,38,,,yes,,0,1
1121357486,-1721775908,30,30,,,no,,0,1
1121691821,-495637885,27,27,,,no,,0,1
1121762303,1280496315,99,99,,,no,,0,1
1121774528,-89753662,19,19,,,no,,0,1
1121889242,420557789,8,9,,,no,,0,1
1121956931,1121956492,110,135,,,unknown,,0,1
1121958051,1121957571,1,19,,,unknown,,0,1
1122467758,-531250860,99,100,,,no,,0,1
1122473645,1335343760,301,301,,,no,"'We print below communications in reply to our invitation for a discussion on the proper policy for Irish suffragists in the present political situation. Belfast, Cork, and Dublin are represented in the following letters'.",-102690076,1
1122547741,-302635545,322,322,,,no,,0,1
1122629412,41336475,2,2,,,no,,-131422656,1
1122649879,-1769310418,131,160,,,unknown,,0,1
1122778306,1172077206,310,310,,,no,June. As R.M.G.,0,1
1122799449,2120735731,18,19,,,no,,0,1
1122997259,1353418061,91,91,,,no,,0,1
1123055667,-42549816,118,118,,,no,,0,1
1123065078,-956981125,175,175,,,no,,0,1
1123148438,-266711752,330,330,,,no,,0,1
1123164609,-1787928037,13,14,,,no,,0,1
1123226087,1452476782,82,82,,,no,,0,1
1123690810,1481135624,259,259,,,no,,744652327,1
1123747075,566508881,49,49,,,no,,0,1
1123778197,-2015313937,634,635,,,no,,-1533142555,1
1123852894,1711860781,43,43,,,no,,0,1
1123997993,-326910050,9,10,,,no,,0,1
1124463320,-948490450,474,475,,,unknown,,0,1
1125394256,-1013163444,324,324,,,unknown,,0,1
1125420554,1138724949,29,29,,,no,,0,1
1125488817,670888883,343,345,,,unknown,,0,1
1125490063,-1027462939,151,153,,,unknown,,0,1
1125503504,201821381,264,264,,,unknown,,0,1
1125505333,-151715080,35,40,,,no,,0,1
1125568268,-1159625257,74,76,,,unknown,,0,1
1125651915,1292331282,211,211,,,unknown,,0,1
1125705004,-1152185861,8,8,,,no,,0,1
1125917870,-1013163444,405,406,,,unknown,,0,1
1125927089,-1159625257,91,91,,,unknown,,0,1
1125939251,1439613028,332,332,,,unknown,,0,1
1126098974,-1594707420,297,310,366,373,no,June; July,0,1
1126173067,-757619579,442,442,,,unknown,,0,1
1126605059,-197984376,80,80,,,no,,0,1
1126759148,-757619579,577,577,,,unknown,,0,1
1126936538,152618973,98,119,,,no,,0,1
1127045596,201821381,359,360,,,unknown,,0,1
1127062813,-1485436670,14,14,,,no,,0,1
1127082542,1173265904,119,119,,,no,February,0,1
1127811321,-1471565644,3,4,,,yes,,0,1
1127813211,-1471565644,9,9,,,yes,,0,1
1127920120,2132480069,23,24,,,no,,0,1
1128153987,1928988223,557,557,,,no,October,0,1
1128327421,-594002114,80,82,,,no,,0,1
1128337088,1128336401,5,30,,,no,,0,1
1128349991,1128349475,23,30,,,no,,0,1
1128357639,1128357555,5,23,,,no,,0,1
1128520504,1711565171,59,71,,,unknown,,0,1
1128574390,-284235248,403,408,,,unknown,,0,1
1128595616,-1579984320,15,17,,,no,,0,1
1128637905,863045609,421,423,,,no,Aug,0,1
1128690530,-1296589279,,,,,unknown,,0,1
1129024812,391441009,7,7,,,no,,0,1
1129079892,643411966,8,8,,,no,,0,1
1129215395,1129215246,4,5,,,no,One of 'Six New Poets',0,1
1129297496,-1635263070,14,15,,,no,,0,1
1129298414,-879787305,107,108,,,no,Sarah Parker -  The Irish Girl,0,1
1129301486,1840963349,16,16,,,no,,0,1
1129730450,774881827,61,61,,,no,,0,1
1129840460,1768070743,np,np,,,no,,0,1
1129916714,1129916448,57,59,,,no,Poem written in the form of a dramatic dialogue,0,1
1130257736,670888883,109,109,,,unknown,,0,1
1130263526,971067289,523,528,,,unknown,,0,1
1130296019,335119194,33,33,,,no,,0,1
1130378558,1147853437,14,14,,,no,,0,1
1130714411,1170763965,422,422,,,no,August. Misprint in contents as 406,0,1
1130744067,-1064768630,102,102,,,no,February,0,1
1130811038,1653288100,972,983,,,unknown,,0,1
1131126377,-1516137464,24,24,,,no,,0,1
1131227144,-1132497657,29,29,,,no,Translation of 'Dán Nach Scríobhfar' by Nuala Ní Dhomhnaill,0,1
1131342967,-825790962,71,75,,,no,,0,1
1131364643,1839463074,79,83,,,no,,-1771114602,1
1131446648,-1753179525,12,24,,,no,,0,1
1131446724,-1827251962,23,29,,,yes,,0,1
1131589769,379088194,114,114,,,no,,0,1
1131713753,2026025182,22,25,,,no,,0,1
1131719114,1415633284,24,24,,,no,,0,1
1131728176,523341023,51,54,,,no,"Review of Medbh McGuckian, Picture of Joanna; Derek Mahon, Courtyards in Delft.",0,1
1132046486,-547654391,17,17,,,no,,0,1
1132206086,-2100611015,,,,,unknown,,0,1
1132248500,-1110403800,96,96,,,no,,0,1
1132250401,-1110403800,116,117,,,no,"Review of Anne Hartigan, Now is a Moveable Feast",0,1
1132567690,2080463604,70,70,,,no,,0,1
1132666805,-279839679,73,74,,,no,"Review of Ted McNulty, On the Block; Patrick Deeley, Turane: The Hidden Village.",0,1
1132676940,-490696808,16,16,,,no,,0,1
1132918040,1132773275,41,41,,,no,,0,1
1132944140,-594002114,8,9,,,no,,0,1
1133175032,193485721,50,62,,,unknown,,0,1
1133771532,-832939463,192,193,,,no,,0,1
1134036552,-422666072,128,131,,,yes,,0,1
1134061293,19554844,423,430,,,no,"'Orpheus', 'Sappho at the Loom', 'Sapphon with the Lyre', 'Syrinx', ' A Nymph Taught By a Sage', 'Lethe'.",0,1
1134671479,-868544846,10,10,,,no,,0,1
1134737695,-105833424,12,12,,,no,,0,1
1134751624,1597119966,18,18,,,no,,0,1
1134769897,1711860781,47,47,,,no,,0,1
1134995304,-1292767428,79,79,,,no,,0,1
1135089429,-1684521315,65,65,,,no,Translated from the Hebrew,0,1
1135095408,2017726362,6,9,,,no,"Three sections from Eoghan Ó Tuairisc, 'Aifreann na Marbh', in Lux Aeterna, entitled: 1. Introit; 2. Kyrie; 3. Gradual.",0,1
1135533351,-649412738,365,371,,,no,,0,1
1135672035,-463151513,32,32,,,yes,,0,1
1135789995,64813173,4,7,,,yes,,0,1
1136314508,-1156777522,598,598,,,no,,0,1
1136503275,-2102658202,12,12,,,no,,0,1
1136545613,-1677506484,109,117,,,no,,0,1
1136889903,1219568133,12,12,,,yes,,0,1
1136988224,1136988047,11,13,,,no,Review of 'Donn Bó agus Dánta Eile' by Pádraig Ó Fiannachta,0,1
1137041906,-2018154155,6,6,,,yes,Published in The Irish Press.,1196432413,1
1137075307,-724802640,12,12,,,no,,0,1
1137119186,753995110,153,165,,,no,,0,1
1137152201,-671175015,7,8,,,yes,,0,1
1137156553,1346357262,6,6,,,yes,,0,1
1137165086,-1619540259,336,337,,,unknown,,0,1
1137166611,-2141065837,5,6,,,no,,0,1
1137186795,853716095,106,107,,,no,,0,1
1137423842,750770061,37,37,,,no,'Do Dháithe Ó hUaithne d'eag 13 Meitheamh 1981.',0,1
1137683386,-1903649882,44,44,,,no,,0,1
1137685034,1283852292,29,29,,,no,,0,1
1137685496,1283852292,38,38,,,no,I gcuimhne Jonathan Wade 1942-73,0,1
1137687556,1128350924,34,34,,,no,,0,1
1138132856,-1424318266,49,49,,,no,,0,1
1138677192,1565277517,373,378,,,no,,0,1
1138819353,-603126408,26,26,,,no,"Printed alongside version of the poem  in standard English, The Wild Traveller.",0,1
1138880514,1147703246,62,63,,,no,,0,1
1138908193,-1776855000,52,54,,,no,"Review of Brian Coffey, Advent",0,1
1138908820,-34864329,39,39,,,no,"""for Jaleh at two months""",0,1
1138910112,1138909600,36,37,,,no,,0,1
1139148054,276814292,52,52,,,no,,0,1
1139321614,627835080,49,49,,,no,,0,1
1139333209,1139332696,18,18,,,no,,0,1
1139337337,1139337212,12,12,,,no,,0,1
1139500537,1139337212,31,31,,,no,,0,1
1139504886,-1271203974,46,46,,,no,,0,1
1139512897,1216311180,52,53,,,no,after Hans Andersen,0,1
1139799507,-1903649882,64,64,,,no,for Rose,0,1
1139865427,982909436,26,30,,,no,"""From a work in progress""",0,1
1139921671,-526043338,58,59,,,no,Tenth poem of 'Outside History: A Sequence'.,0,1
1139937243,-1999890366,25,25,,,no,,0,1
1139939247,1243812318,45,45,,,no,,0,1
1139944567,1577694593,13,14,,,no,,0,1
1139970703,-405630535,12,30,,,yes,,0,1
1140551123,1174055092,592,592,,,no,November,0,1
1140932113,-734078022,10,11,,,no,,0,1
1141303286,2030855170,12,12,,,unknown,,0,1
1141474762,-151950020,28,31,,,yes,,0,1
1141663676,1141662828,49,49,,,no,,0,1
1141810198,1604542150,74,74,,,no,,0,1
1141829480,1141828220,38,39,,,no,,0,1
1141832222,-996564569,34,34,,,no,"""(for Ellen O'Brien-Gomperts August 4th, 1933-Dec. 6, 2002)""",0,1
1141876715,-291269678,14,14,,,no,,0,1
1142599454,1597119966,100,100,,,no,,0,1
1142884799,-204321941,35,35,,,no,,0,1
1143041375,1139323883,,,,,unknown,,0,1
1143042109,-1092381772,12,12,,,no,,0,1
1143048797,-494985287,53,53,,,no,,0,1
1143051147,-577406480,48,48,,,no,,0,1
1143052514,452232213,18,18,,,yes,,0,1
1143063361,-690355165,14,14,,,no,,0,1
1143063506,-690355165,20,20,,,no,,0,1
1143307166,1351033862,607,611,,,no,November,0,1
1143517613,148321662,813,818,,,no,,0,1
1143562185,-537262705,14,14,,,no,,0,1
1143569390,2146776157,31,31,,,yes,,0,1
1143570307,33216646,23,23,,,yes,,0,1
1143575686,715168406,24,24,,,no,,0,1
1143577345,211183821,26,26,,,no,,0,1
1143577452,211183821,28,29,,,yes,,0,1
1143579361,1214310078,24,24,,,no,,0,1
1143581622,1652533382,46,50,,,no,,0,1
1143654531,1143654434,11,16,,,no,"Reviews of Peter Sirr, The Ledger of Fruitful Exchange; Theo Dorgan, Rosa Mundi; Michael O'Loughlin, Another Nation; Sara Berkeley, Facts About Water; Kerry Hardie, A Furious Place; Sheila O'Hagan, The Troubled House; Patrick Chapman, The New Pornography.",0,1
1143665344,-520650758,148,154,,,no,Part of a special feature on Michael Hartnett,0,1
1143819031,-1810725104,14,15,,,no,,0,1
1144043769,866474902,36,36,,,no,,0,1
1144342908,-1810725104,,,,,unknown,,0,1
1144345126,-1374357786,12,13,,,no,,0,1
1144346843,-1797552726,,,,,no,,0,1
1144347666,-1797552726,36,37,,,no,For Mary,0,1
1144350288,2061152554,55,56,,,no,"""for R""",0,1
1144355119,1827197523,5,9,,,yes,,0,1
1144397657,1293405112,1,16,,,no,,0,1
1144421803,1827197523,,,,,unknown,,0,1
1144423821,-2003060090,2,4,,,yes,,0,1
1144775705,158900329,16,16,,,no,,0,1
1144776597,-1668083202,17,17,,,no,,0,1
1144859199,-1770530087,10,10,,,no,Winner of Cúirt Poetry Grand Slam,0,1
1144862722,1144860695,83,85,,,no,,0,1
1144863821,-1424318266,22,23,,,no,,0,1
1144864772,-1424318266,52,52,,,no,Reprinted in Breaking the Skin (2002),0,1
1145066274,-1847713830,46,46,,,no,,0,1
1145206466,1878526823,309,310,,,no,,0,1
1145574013,99157484,855,857,,,unknown,,0,1
1145631752,1515042691,324,331,,,unknown,,0,1
1145876058,285965166,7,,,,unknown,information from index of authors 1924-1987,0,1
1145952922,-2042492159,0,0,,,unknown,,0,1
1145952990,-2042492159,0,0,,,unknown,,0,1
1145953067,-2042492159,0,0,,,unknown,,0,1
1146223471,449622087,38,38,,,no,,0,1
1146496932,1139318752,34,35,,,no,,0,1
1146690471,1144860695,,,,,unknown,,0,1
1146701550,1641505812,56,56,,,no,Translated from the Romanian,0,1
1146701981,1146693316,22,22,,,no,,0,1
1146706522,1146704851,19,19,,,no,,0,1
1146734012,240785172,128,134,,,no,,0,1
1146785243,1146784658,40,46,,,no,,0,1
1146786528,1143654434,27,27,,,no,,0,1
1147022058,1171639226,100,101,,,no,Feb,0,1
1147344189,713068243,64,69,,,no,,0,1
1147371958,-1041702416,140,147,,,no,April,952743111,1
1147500769,2129701730,27,27,,,no,,0,1
1147524000,865575819,44,45,,,no,,0,1
1148131758,-1497019498,89,90,,,no,"Sequel to 'Remote Control', in BMR4",0,1
1148138567,1144782031,107,107,,,no,,0,1
1148141272,-1734083538,20,21,,,no,,0,1
1148860571,-1505753790,10,10,,,no,,0,1
1149019920,1776396545,,,,,unknown,,1196432413,1
1149181512,1567044291,1,6,,,unknown,,0,1
1149283006,1149280800,76,77,,,no,"Printed with English translation, 'My Care', by Bernard O'Donoghue",0,1
1149486048,-149953506,229,229,,,no,April,0,1
1150063065,1035416011,117,117,,,no,,0,1
1150064600,-1485436670,15,15,,,no,,0,1
1150122293,-1349168311,373,373,,,no,,0,1
1150893654,-511301182,343,352,,,no,,0,1
1150919184,2107099645,18,19,,,no,,0,1
1151084526,1580015809,,,,,unknown,,1196432413,1
1151540814,966596642,9,9,,,yes,,0,1
1151870352,-680603374,23,,26,26,yes,,0,1
1151998635,-1853566091,4,16,,,no,,0,1
1152008432,222762388,161,161,,,no,March,0,1
1152023019,-734078022,10,10,,,no,,0,1
1152076066,1443928901,9,9,,,no,Published in the Irish Press.,1196432413,1
1152186355,-118795552,147,147,,,unknown,,0,1
1153590654,-1528003888,10,12,,,no,,0,1
1153921649,-1162987530,193,200,,,no,,-1691087955,1
1154482533,1035416011,148,148,,,no,,0,1
1154907508,748711737,402,404,,,unknown,,0,1
1155035733,-1224999740,51,52,,,no,,0,1
1155270496,670888883,202,202,,,unknown,,0,1
1155560158,-1801981114,7,17,,,no,,0,1
1155602626,-972962908,167,167,,,no,,-159297903,1
1155973361,133024432,8,9,,,no,,0,1
1156266699,-468527674,12,14,,,no,,0,1
1156521106,-2044452689,7,7,,,no,,0,1
1156772578,1010009919,10,10,,,yes,,0,1
1156941023,1884239068,88,91,,,no,The poet describes her year as an MFA student at UEA.,0,1
1157035402,-490696808,67,67,,,no,,0,1
1157046085,-107996616,429,429,,,no,,0,1
1158576944,1131644134,94,94,,,no,,0,1
1158686726,-571180455,404,,,,unknown,,0,1
1159325641,-1481184280,15,16,,,no,,0,1
1159570432,-30376990,94,94,,,no,Published in the Standard,0,1
1160203306,1479599260,5,13,,,yes,,0,1
1160496611,-465691478,4,5,,,yes,,0,1
1160635014,-1224999740,50,50,,,no,,0,1
1160666494,1131555576,66,67,,,no,Selection from Opening Lines,0,1
1160730358,-1276387778,130,130,,,unknown,,0,1
1160902859,1176474674,470,484,,,unknown,,0,1
1161578146,1621458629,189,199,,,no,,0,1
1162764021,-1164048572,16,18,,,yes,,0,1
1163022132,2132480069,79,79,,,no,,0,1
1163051243,-7896316,3,3,,,unknown,,0,1
1163191130,-1999890366,12,13,,,no,,0,1
1163738847,-1594707420,141,141,,,no,March. From the German,0,1
1163763244,1843037908,210,210,,,no,,0,1
1163764875,-972585585,1,30,,,no,,0,1
1164005593,-397521155,356,378,,,unknown,,0,1
1164093034,391441009,37,37,,,no,,0,1
1164199159,-2032475366,305,311,,,no,may,0,1
1164685404,1173873163,60,64,,,no,January,0,1
1164709639,-960222133,28,28,,,no,,0,1
1164852627,-267154432,41,42,,,no,"""meditates on the medieval and the postmodern""",0,1
1164959606,-1637829783,622,634,,,unknown,,0,1
1164987534,1133457499,91,91,,,no,,0,1
1165117373,-1956712889,211,215,,,no,,0,1
1165261647,-246048954,6,,,,unknown,information from index of authors 1924-1987,0,1
1165263815,-959618740,161,161,,,no,,-1370338483,1
1165541891,-932880115,19,19,,,no,,0,1
1165558874,1498338322,567,578,,,no,,0,1
1165616492,-167964425,145,151,,,unknown,,0,1
1165680786,-2136791435,5,12,,,no,,0,1
1165788216,-1253419405,10,11,,,no,sewing pattern,0,1
1166020082,100648277,22,22,,,no,,0,1
1166096447,1317909936,605,616,,,no,,-1457758975,1
1166110613,1752318159,57,60,,,no,,0,1
1166219691,1467480289,18,18,,,no,,0,1
1166262340,1172687488,389,389,,,no,July,0,1
1166346831,154556888,527,527,,,unknown,,0,1
1166418946,615871219,568,571,,,no,October,0,1
1166680849,-1441191600,30,30,,,no,,0,1
1166998868,-279839679,46,46,,,no,,0,1
1167018135,1059465524,23,23,,,no,,0,1
1167600834,-224267931,,,,,unknown,,1196432413,1
1167952911,1676085085,26,26,,,no,,0,1
1168038945,-1595466888,210,210,,,no,,0,1
1168575888,-1598446938,13,14,,,yes,,0,1
1168793212,-1637477167,41,43,,,no,,0,1
1168910345,-1110403800,7,7,,,no,,0,1
1169115366,1876091574,181,181,,,no,,0,1
1169349828,1147872481,1195,1207,,,yes,,0,1
1169497649,982909436,119,125,,,no,,0,1
1169697307,-1632610866,143,145,,,no,,0,1
1170192101,593372404,9,9,,,no,Published in The Irish Press,1196432413,1
1170254783,-1274233142,14,14,,,yes,,0,1
1170266527,1170266463,287,570,,,unknown,"Essay continued in five sections, distributed between five months of this volume. Starts p 287, cont p 357, 386, 466, 561.",0,1
1170411614,-1992070450,376,377,,,no,,0,1
1170412351,-1992070450,433,434,,,no,,0,1
1170425013,1813940383,534,534,,,no,,0,1
1170425661,-714289875,1,9,55,72,no,,0,1
1170427505,-714289875,254,254,,,no,,0,1
1170435345,-1153081661,245,247,,,no,,0,1
1170510535,992780507,57,67,113,120,no,"Feb, Mar",0,1
1171552203,-799593777,12,12,,,no,Jan,0,1
1171552989,-799593777,291,291,,,no,June,0,1
1171641314,1171639226,494,496,,,no,Aug,0,1
1171641541,1171639226,667,670,,,no,Nov,0,1
1171653901,30253817,517,517,,,no,Sept. As M.M.,0,1
1171871328,232632891,655,664,,,unknown,,0,1
1171951706,1173110667,685,686,,,no,November,0,1
1171958504,-2032475366,508,513,,,no,August,0,1
1172014131,-1453906401,71,71,,,no,,0,1
1172170781,-1609033793,69,329,,,no,Chapters 1-14,0,1
1172791395,-241564285,93,93,,,no,,0,1
1172815608,1144780726,11,11,,,no,,0,1
1172938376,2099406805,212,213,,,no,,0,1
1173111498,1173110667,426,435,,,no,July,-271686730,1
1173117005,1079410355,718,718,,,no,November,0,1
1173211565,1079410355,684,688,,,no,November,0,1
1173362371,-1041702416,112,119,,,no,March,952743111,1
1173388297,739723422,74,74,,,no,Part of a Special Feature on Contemporary Scottish Poetry,0,1
1173450034,-1980535239,143,143,,,no,Published in the Daily Herald.,0,1
1173554103,278091203,28,29,,,no,,0,1
1173609170,916116140,89,89,,,no,,0,1
1173720096,-1713433118,,,,,unknown,,0,1
1173805479,-1873387660,308,315,,,no,July,0,1
1173886088,1173873163,114,114,,,no,February,0,1
1173928100,1292331282,13,13,,,unknown,,0,1
1174057559,1174055092,523,523,,,no,October. Trans from Old Irish.,0,1
1174647592,1174646083,319,326,,,no,,1384229611,1
1174991420,-1893233960,7,18,,,no,January,0,1
1175218341,1135010462,88,88,,,no,,0,1
1175404451,1315258707,102,102,,,no,,0,1
1175416129,-1972590016,11,14,,,no,Review of 'Lig Sinn i gCathú' by Brendán Ó hEithir,0,1
1175843440,1913702752,53,53,,,no,,2073515605,1
1175978695,-119892523,8,13,,,yes,,0,1
1176394053,1014758379,500,504,,,unknown,,0,1
1176573345,233884329,30,30,,,no,,0,1
1176604652,1111298689,88,88,,,no,"Translation of Fred Johnston, 'Otras Primaveras', original and translation printed together",0,1
1176896220,-149953506,532,535,,,no,September,0,1
1177596395,898909760,251,252,,,unknown,,0,1
1177896997,1612846544,36,38,,,no,,0,1
1178106652,-1887585433,8,9,,,yes,,0,1
1178113159,-32616354,9,9,,,no,Published in The Irish Press,1196432413,1
1178655753,2061152554,76,76,,,no,,0,1
1178786293,-1157600553,187,198,,,yes,,0,1
1178877861,-1279517256,,,,,unknown,,0,1
1178916356,1813011225,135,156,,,yes,,0,1
1179083584,230158913,,,,,unknown,,0,1
1179371049,-1771397176,45,46,,,no,,0,1
1179484213,1199412587,17,20,,,unknown,,0,1
1179494810,-1631051358,607,,,,unknown,,0,1
1179553092,-1027462939,300,301,,,unknown,,0,1
1179617949,201821381,47,47,,,unknown,,0,1
1179708514,-1793846395,12,14,,,no,From the French of Pierre de Ronsard,0,1
1179754972,-1947437900,101,101,,,no,,0,1
1180361429,-1983387996,9,9,,,no,Published in The Irish Press.,1196432413,1
1180539425,1094361901,73,78,,,yes,,0,1
1180580188,-196844802,12,13,,,yes,,0,1
1180892947,-1252546406,601,612,,,unknown,,0,1
1180921261,-1611237025,236,240,,,unknown,,0,1
1181287866,-775192478,94,94,,,unknown,,0,1
1181315347,-233205244,258,258,,,unknown,,0,1
1181382580,731559945,843,849,,,no,,0,1
1181498132,-1828982295,19,31,,,no,On T.E. Hulme and Wilfred Owen,0,1
1181506998,1210267914,482,491,,,no,,0,1
1181542299,-658755340,14,15,,,yes,,0,1
1181692855,674929230,23,40,,,no,,0,1
