publication_id,published_in,start_page,end_page,illustrated,notes
-47927775,-1896946720,71,71,unknown,
-45267527,1240233664,37,60,yes,
-41576590,-971430189,13,13,unknown,
-40432670,1455039163,106,108,no,
-36711401,1277272576,1,11,unknown,
-35158469,-725429263,30,30,unknown,under 18
-33867651,55742222,13,25,unknown,
-32787248,-2082907021,,,unknown,
-31349337,-140080942,2,2,unknown,
-30802270,1176462032,53,53,unknown,
-29769553,-2018807990,,,unknown,
-23373805,18383829,58,58,unknown,Published in Poetry Ireland Review v56 (1998)
-22761087,-21406757,,,no,
-21755558,1457137262,,,unknown,Written under the pseudonym E.J.B.
-20549595,1187005574,201,215,no,
-20158756,-2113571889,,,no,
-20063458,-2082907021,,,unknown,
-18442748,-481092839,120,140,no,
-14929107,1178706087,15,15,unknown,Winner under-9 story
-13381460,1184963784,64,76,yes,Article is based on interviews
-12889672,641538878,1299,1299,no,FD section 'Contemporary Poetry'.
-12408129,1155205332,370,372,no,"Fd section 'Women, Politics and the State in Northern Ireland, 1918-66'. Debate on 9 Feb 1966, edited from Northern Ireland House of Commons Debates, Hansard, pp. 685-94"
-12379547,-1857982938,116,121,unknown,from 2001
-2801068,1155205332,645,648,no,"FD section 'Expanding Boundaries: Faith and Science, 1850-1990'."
-1098569,641538878,464,471,no,
2096381,1176369270,66,66,unknown,
2553841,641538878,609,610,no,
5053903,-1757064847,207,208,unknown,
6400152,1176369270,47,47,unknown,
9299549,1519339388,596,597,unknown,
10126766,1155205332,1187,1187,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
11147514,-2101122274,112,112,unknown,
11849352,-1168237811,,,no,
13479109,-1757064847,159,159,unknown,
18452533,641538878,1402,1402,no,FD section 'Contemporary Poetry'.
21899254,-145657772,11,43,unknown,
23283039,1155205332,633,634,no,"J'ai mal à nos dents, St Mary Magdalene Preaching at Marseilles. FD section 'The Poetry of the Spirit, 1906-1960'."
24652128,641538878,420,423,no,"FD section 'Women and Politics in Northern Ireland, 1993-2000'. Speech on 12 March 1994."
25334613,-1801548117,115,116,unknown,
25631503,1157986840,,,no,
26349495,1155205332,358,366,no,
29403390,1176462032,61,61,unknown,
29734462,641538878,561,562,no,"FD section 'The Labour Movement 1800-2000'. Speech to the Irish TUC, 25 July 1951."
30345315,-1540348910,211,227,no,
31532362,641538878,1247,1249,no,FD section 'Contemporary Women Playwrights'.
31545199,-492502623,158,176,no,
31641474,1155205332,594,596,no,"First publised in Religious Life Review no 153 (Mar-Apr 1992). FD section 'Recollections of Catholicism, 1906-1960'."
32598779,641538878,301,304,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in Magill, Aug 1999."
33162742,1202738011,143,149,no,
34881745,-595489361,98,117,no,
35058562,-2082907021,,,unknown,
36122587,-1896946720,37,38,unknown,
36521679,2086972351,209,209,unknown,
39434712,184151297,,,unknown,
39947627,1519339388,292,294,unknown,
40825760,-1551453022,,,unknown,
42142504,1155205332,566,567,no,"'A Prayer', 'The Soul's Desire'. FD section 'Hymns and Hymn-Writers, 1850-1930'."
43192261,641538878,220,226,no,"FD section 'The Women's Movement in the Republic, 1968-80'. First published in the Crane Bag, 1980."
45300644,1990952211,110,121,no,
46247911,-381965449,,,no,
48364281,-1757064847,205,205,unknown,
48665740,793838811,,,unknown,
49014030,-715657354,136,161,no,
50306496,641538878,1363,1363,no,FD section 'Contemporary Poetry'.
50493478,-725429263,75,78,unknown,
50894066,1176369270,49,49,unknown,
56399336,-971430189,46,46,unknown,
56674261,641538878,136,136,no,"FD section 'Women and Politics in Indepenent Ireland, 1921-68'."
57452888,-82109711,180,201,no,
57515003,-1963699250,,,no,
59037643,1519339388,711,711,unknown,
62088881,-1209873395,339,347,no,
63038673,1155205332,1237,1247,no,IFC MS 289 (1936)
63220473,1176462032,41,41,unknown,
63880756,641538878,361,361,no,"Fd section 'Women, Politics and the State in Northern Ireland, 1918-66'. First published in Northern Ireland, Home and Politics: A Journal for Women, April 1927."
64116121,-1896946720,29,30,no,
64811128,-40402274,85,94,no,
68020313,1464809978,,,unknown,
68448459,1176462032,42,42,unknown,
69188667,1424850387,,,unknown,
72189195,828964763,,,unknown,
72738853,-2070292312,,,unknown,
73146603,-2101122274,41,42,unknown,
75320225,894285905,208,221,no,
75597629,-1757064847,163,163,unknown,
75669382,641538878,1490,1491,no,"FD section 'Women in the North of Ireland, 1969-2000'."
76852407,-2074392159,,,unknown,
77835894,-2082907021,,,unknown,
80903143,1178200875,89,101,unknown,
81348171,1990952211,171,180,no,
81659388,-1860265659,1,24,no,
87349426,1262484392,206,219,no,
92248378,-1907320341,24,25,yes,Illustrated by author
92300171,562167624,,,unknown,
92592663,1182577573,,,unknown,
92595309,641538878,1340,1340,no,FD section 'Contemporary Poetry'.
92862228,1178026968,228,229,unknown,
96646691,-140080942,3,3,unknown,
98657355,-996415434,149,160,no,
99564277,1197822356,21,22,yes,
99752124,1202738011,109,120,no,
100256285,641538878,1347,1347,no,FD section 'Contemporary Poetry'.
104674834,641538878,1540,1543,no,FD section 'Women in the North of Ireland'.
104840688,641538878,1454,1456,no,"FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'. First published in the Irish Times, 24 Feb 1992."
105474141,1155205332,1174,1175,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
106358557,1176462032,39,39,unknown,
108484844,-2101122274,93,94,unknown,
110023770,18383829,36,37,unknown,
112331801,-1504045507,34,36,no,
112622801,-1209873395,158,176,no,
112809060,641538878,1385,1385,no,FD section 'Contemporary Poetry'.
114271271,-2069378448,397,411,unknown,
114571847,562167624,,,unknown,
115064711,1186337634,180,193,no,
117895629,894285905,65,68,no,
118364889,293630667,,,unknown,
119703062,-2082907021,,,unknown,
119743263,1834302610,25,28,unknown,winner under-18 story
121080796,-1958626671,7,15,no,
122544877,1646168793,386,398,unknown,
122622094,-140080942,7,7,unknown,
122956950,641538878,1113,1115,no,"FD section 'Women's History and Women Historians, 1840-1945'."
124036899,-971430189,26,26,unknown,
125867823,641538878,1299,1299,no,FD section 'Contemporary Poetry'.
128876719,1155205332,1154,1155,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
130098675,-1024243326,67,68,unknown,winner under-14 story
130294188,1155205332,1111,1113,no,"FD Section 'Lesbian Encounters, 1745-1997'."
130892990,2002009033,,,unknown,
132240360,641538878,675,676,no,Fd section 'Education in Twentieth-Century Ireland'.
132686876,641538878,1152,1154,no,FD section 'Contemporary Fiction'.
133401497,-1801548117,168,168,unknown,
133814647,641538878,1540,1540,no,FD section 'Women in the North of Ireland'.
135443193,-1213415789,,,unknown,
139487554,1990952211,25,44,no,
140422004,641538878,277,281,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Extracts published in the Irish Times, 21 Sept 1995. Interview with Nora Bennis."
144050764,-1757064847,84,85,unknown,
144446409,1567105450,,,unknown,
145272113,1032357981,62,78,unknown,
148981609,641538878,1338,1338,no,FD section 'Contemporary Poetry'.
150080740,-971430189,78,78,unknown,
151120107,1519339388,678,679,unknown,
151987906,-2082907021,,,unknown,
152056678,1176462032,31,31,unknown,
152854010,267225311,,,no,
152854772,937555017,,,unknown,
155979779,1155205332,642,643,no,
156563093,641538878,1505,1506,no,FD section 'Women in the North of Ireland'. First published in Ulster (Jul/Aug 1985).
156811107,-451078063,27,27,no,
157976747,641538878,1656,1658,no,
159474337,1155205332,1134,1134,no,"FD section 'Lesbian Encounters, 1745-1997'. 'Hotel'."
159954998,567714609,34,35,unknown,
161050117,641538878,714,715,no,FD section 'Hospitals'.
161223918,-140080942,17,17,unknown,
162508925,641538878,722,726,no,
164975825,-1166881677,,,unknown,
166646098,641538878,676,677,no,FD section 'Education in Twentieth-Century Ireland'.
167043775,641538878,911,911,no,"FD section 'Ireland/Herland: Literary Nationalism, 1845-1916'."
168975484,-140080942,22,22,unknown,
170121126,-1757064847,64,64,unknown,
170460938,-140080942,23,23,unknown,
170500380,680885255,42,50,yes,
170721165,-808471947,,,no,
171972451,1155205332,665,666,no,FD section 'Education in Nineteenth-Century Ireland'. First published in New Ireland Review 1897.
174122930,641538878,697,697,no,FD section 'Philanthropic Insitutions of 18th Century Ireland'.
177400727,-971430189,38,39,unknown,
177998453,641538878,1360,1361,no,FD section 'Contemporary Poetry'.
179373187,1155205332,605,609,no,"First published in The Bell, vol 8, no 5 (1944), p. 379. FD section 'Religious Conviction: Women's Voices, 1900-2000'."
181115535,241588665,11,11,unknown,under 9
181452769,-1896946720,5,6,unknown,
183475981,1176369270,61,61,unknown,
186248405,-1757064847,99,99,unknown,
186886664,1155205332,579,582,no,FD section 'Recollections of Catholicism'.
187447760,-1907320341,31,31,no,
187725329,2054246404,55,78,no,
187882753,1176462032,37,37,unknown,
188526446,580744677,,,unknown,
188640443,-197471622,,,no,
190853293,1519339388,283,284,unknown,
193531094,-546023672,,,no,
193936590,902159995,97,114,unknown,
194589851,1178200875,299,316,unknown,
195781286,641538878,1164,1173,no,FD section 'Contemporary Fiction'.
196333879,-1919052874,105,113,no,
197109175,1141057531,47,56,yes,
197517030,1155205332,1413,1414,no,FD setction 'Spirituality and Religion'. First published in the Journal of the Irish Folk Song Society (1912)
198437389,-1447169954,,,no,
202783670,1155205332,955,960,no,"FD section 'Public Discourse, Private Reflection, 1916-70"
202991653,641538878,1416,1416,no,"FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'. First published in the Irish Independent, 29 April 1967."
203190593,-971430189,10,10,unknown,
204437693,-2069378448,252,256,unknown,
204802061,641538878,873,875,no,"FD section 'Women's Narratives, 1800-40'."
204944616,1155205332,1253,1261,no,"First published in Béaloideas, vol8 (1938)"
206481930,1155205332,1129,1130,no,"FD section 'Lesbian Encounters, 1745-1997'."
206530423,1155205332,585,586,no,"First published in Envoy [ital], Dec 1949. FD section 'Recollections of Catholicism, 1906-1960'."
208803958,641538878,1290,1297,no,
209871901,-1893882086,68,69,unknown,
210200218,-2082907021,,,unknown,
212315082,-1896946720,44,44,unknown,
212419942,1176462032,58,58,unknown,
212438007,-971430189,40,40,unknown,
213546330,1176369270,1,1,unknown,
213563418,1178706087,55,59,unknown,
216558453,1155205332,1233,1237,no,IFC MS 509 (1938)
218037229,371389401,,,unknown,
218163608,680885255,116,130,yes,
218505933,-2101122274,,,unknown,
218923433,-2101122274,160,161,unknown,
218952343,1187005574,228,238,no,
219797449,1176369270,71,71,unknown,
220227025,1176369270,41,41,unknown,
227203289,-1757064847,245,245,unknown,Published in The Honest Ulsterman 107 (1999) in Irish
227859827,1482490559,,,unknown,
228373934,-1253686377,,,unknown,
228808713,304470033,,,unknown,
229281716,-185156341,,,unknown,
232910583,-1209873395,89,95,no,
233708306,1155205332,1090,1091,no,
238050705,1187005574,158,163,no,
242227468,-971430189,30,30,unknown,
244436446,641538878,1280,1282,no,FD section 'Contemporary Women Playwrights'.
244585517,641538878,244,245,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'."
244808857,1141057531,112,114,no,
245229093,18383829,55,55,unknown,
246136889,1155205332,1176,1178,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
246294852,641538878,559,561,no,"FD section 'The Labour Movement 1800-2000'. First published as a pamphlet by the Belfast, District Committee, Communist Party of Ireland, 1942."
250049348,1155205332,1086,1086,no,"FD Section 'Erosion of Heterosexual Consensus, 1940-2001'. 'The Moses Room'."
253917536,1175079171,31,31,unknown,
255226952,1124802729,,,unknown,
256247925,-971430189,42,,unknown,
258570998,-1230953725,,,unknown,
259229674,-2098903,38,43,unknown,
260200363,-971430189,43,,unknown,
267940469,293630667,,,unknown,
268749889,-1896946720,60,61,unknown,
269667343,-1757064847,98,98,unknown,
271546789,-1879381354,,,unknown,
272017944,641538878,1450,1452,no,FD section 'Republic of Ireland: Politics of Sexuality. 1965-2000'.
272253982,2129094768,,,unknown,
273397130,1834302610,91,94,unknown,
274429289,641538878,1539,1539,no,FD section 'Women in the North of Ireland'.
274957588,641538878,616,618,no,"FD section 'Women of the House, 1800-1950'."
275532831,-1209873395,219,234,no,
277152488,-140080942,14,14,unknown,
277259143,-971430189,35,,unknown,
277415173,1176462032,4,4,unknown,
277662301,641538878,1105,1107,no,"FD section 'Women's History and Women Historians, 1840-1945'."
278499912,978958285,,,unknown,
280592680,-1800814803,,,unknown,
281096163,-1623861544,33,37,unknown,
281750295,1176369270,24,24,unknown,
284350340,-140080942,44,44,unknown,
284919302,641538878,1001,1007,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'. First published in the Dublin Magazine, 1936."
286904026,-1941816127,35,42,no,
289208618,18383829,30,30,unknown,
290835171,1176369270,71,71,unknown,
293264167,257626832,,,unknown,
293835716,641538878,1648,1652,no,"FD section 'Feminism, Culture and Critique in English'."
294036300,-514027734,,,no,
294071378,1155205332,970,970,no,"First published in the Dublin Magazine (1942). FD section 'Public Discourse, Private Reflection, 1916-70"
294783314,1155205332,519,521,no,"Extract from a chronicle detailing life in the South Presentation Convent, Cork during the early 19th century. Text prepared by Caitriona Clear from a published version contained in Presentation Roots [ital] (Monasterevin: Presentation Publications, 1981), pp. 5-6. FD section 'The Re-emergence of Nuns and Convents, 1800-1962'."
295779260,1184963784,270,192,yes,
297505580,2068520005,232,234,no,
297753918,641538878,1321,1321,no,FD section 'Contemporary Poetry'. Also published in Womens Work IX
298609826,1155205332,556,557,no,"FD section 'The Century of Religious Zeal, 1800-74'."
300410403,1519339388,682,683,unknown,
300706786,1454525488,153,171,no,
301705420,-313413462,,,unknown,
303043174,1155205332,1293,1294,no,FD Section 'Legends of the Supernatural'.
303402107,-971430189,18,18,unknown,
304855836,-2082907021,,,unknown,
310316392,641538878,1555,1563,no,"FD section 'Feminism, Culture and Critique in Irish'. First published in Comhar (May 1992)."
311099772,18383829,14,14,unknown,
313709033,-2072317110,19,54,yes,
316277797,-433969441,,,unknown,
318726030,1146295359,,,no,
321339202,-1508182384,,,no,
323616693,-2101122274,36,37,unknown,
326956781,1176369270,70,70,unknown,
327496034,1202738011,177,188,no,
331180064,-2082907021,,,unknown,
331763563,-2069378448,335,338,unknown,Published in The Honest Ulsterman (1988)
332596020,1155205332,725,733,no,FD section 'Theology and Ethics: The Twentieth Century'.
334072622,-1714070272,,,no,
334087507,-1896946720,18,19,unknown,
336227613,1157986840,179,186,no,
336752139,-1896946720,65,66,unknown,
338541155,1183015742,,,unknown,
339087984,1148208790,,,unknown,
340291399,-2101122274,156,158,unknown,
340463702,1092115409,,,unknown,
343546431,-2018807990,,,unknown,
348455419,1655007063,,,no,
350527194,1380443118,,,no,
351022084,1176369270,16,16,unknown,
351126462,641538878,1032,1043,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
352395860,549433890,,,no,
354457833,641538878,956,959,no,"FD section 'Women's Fiction, 1845-1900'."
354732412,641538878,1364,1364,no,FD section 'Contemporary Poetry'.
356383334,641538878,241,241,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'."
357891222,641538878,1346,1346,no,FD section 'Contemporary Poetry'.
365482364,-563654172,,,unknown,
367479472,-128750492,,,unknown,
368641413,-1896946720,4,5,unknown,
370876735,-1896946720,4,4,unknown,
371767961,18383829,49,49,unknown,
372124232,1741796423,73,86,no,
372307096,1176369270,77,77,unknown,
372476984,641538878,966,973,no,"Fd section 'Women's Fiction, 1845-1900'."
374788505,1186387580,112,119,no,
375023932,1262484392,278,283,no,
381457277,150642190,,,no,
382167628,1176462032,17,17,unknown,
386279220,641538878,1318,1318,no,FD section 'Contemporary Poetry'.
386645783,-1757064847,201,202,unknown,
388183683,-1024243326,17,17,unknown,winner under-12 story
389257990,641538878,579,580,no,Fd section 'Women and Emigration from Ireland from the Seventeenth Century'.
390826665,641538878,297,297,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. First published in the Irish Times, 22 Sept 1997."
391776427,-1896946720,10,10,unknown,
396076628,681011241,1,42,yes,
397149945,1176369270,27,27,unknown,
397609464,641538878,1316,1316,no,FD section 'Contemporary Poetry'.
400905708,267225311,,,no,
401314219,-1857982938,7,16,unknown,from 1996
403543980,1176462032,55,55,unknown,
403800362,1178200875,123,140,unknown,
404015153,1176369270,5,5,unknown,
404490555,1519339388,735,736,unknown,
405358146,641538878,573,575,no,Fd section 'Women and Emigration from Ireland from the Seventeenth Century'.
405894076,641538878,408,410,no,"FD section 'Political Activism in Northern Ireland, 1960-93'."
406522126,-1896946720,50,51,unknown,
409209804,410831810,280,301,no,
410454075,1176369270,65,65,unknown,
413145957,-1623861544,53,54,unknown,
415528072,641538878,1249,1253,no,FD section 'Contemporary Women Playwrights'.
417312187,1155205332,1043,1044,no,"FD section 'Erosion of Heterosexual Consensus, 1940-2001'."
417528082,1176462032,10,10,unknown,
418853862,-2082907021,,,unknown,
418958720,-2082907021,,,unknown,
419640405,641538878,1399,1400,no,FD section 'Contemporary Poetry'.
420270781,641538878,1316,1316,no,FD section 'Contemporary Poetry'.
420596839,-806792656,170,201,no,
421386921,-1209873395,386,395,no,
422495048,641538878,1315,1315,no,FD section 'Contemporary Poetry'.
422573012,871141289,,,unknown,
423679192,-284309987,vii,x,no,
425964081,1123508486,24,27,unknown,
428629069,641538878,1110,1111,no,"FD section 'Women's History and Women Historians, 1840-1945'."
429079644,1176369270,72,72,unknown,
430080439,-1996173154,,,unknown,
430704822,-2069378448,147,155,unknown,
431478964,1184963784,160,169,yes,Contains extracts from Patricia Burke Brogan's play 'Eclipsed'.
432070272,-996415434,74,92,no,
434345625,1155205332,490,494,no,
436197271,641538878,1276,1278,no,FD section 'Contemporary Women Playwrights'
437242612,-1495120792,,,unknown,
440338387,641538878,997,1000,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
440779767,641538878,1253,1255,no,FD section 'Contemporary Women Playwrights'.
441365234,-140080942,36,36,unknown,
441991873,1155205332,1399,1401,no,
442008714,1155205332,644,645,no,"FD section 'Expanding Boundaries: Faith and Science, 1850-1990'."
442242031,-1504045507,37,55,no,
443640337,-718512971,,,no,
444894956,1176462032,6,6,unknown,
448704379,-1896946720,70,70,unknown,
454155235,641538878,900,901,no,"FD section 'Ireland/Herland: Literary Nationalism, 1845-1916'."
454603379,-1896946720,7,7,unknown,
456361528,-765889027,109,117,no,
456543136,1176462032,27,27,unknown,
458620236,18383829,35,35,unknown,
462198573,1155205332,631,632,no,"Gan Teideal/Untitled, Caoineadh na Mná Ti/The Housewife's Keen. FD section 'Poetry of the Spirit'."
462977137,-1896946720,42,42,unknown,Published in U.C.G. Women's Studies Centre Review v2 1993
466129197,-1757064847,192,192,unknown,
468500540,641538878,1371,1371,no,FD section 'Contemporary Poetry'.
468504489,-971430189,58,58,unknown,
470096601,641538878,1511,1512,no,FD section 'Women in the North of Ireland'.
470408164,-2082907021,,,unknown,
471738652,-140080942,13,13,unknown,
473074447,1751984664,,,unknown,
473155354,641538878,951,955,no,"FD section 'Women's Fiction, 1845-1900'."
473731073,1182577573,,,unknown,
475195339,1184963784,241,254,no,
479213925,-1896946720,15,16,unknown,
479871645,641538878,1319,1319,no,FD section 'Contemporary Poetry'.
486248581,1176369270,35,35,unknown,
487000137,-1745210108,,,no,
487451025,1155205332,1338,1339,no,FD section 'The Song Tradition'. From BBC recording August 1953.
488226435,1176462032,1,1,unknown,
489333196,1185060288,4,5,no,
492373687,-1896946720,28,28,unknown,
497896113,-1801548117,117,117,unknown,
497931805,1519339388,706,707,unknown,
498704286,1724822642,88,93,unknown,
499138585,-1896946720,73,73,unknown,
501199408,-2082907021,,,unknown,
501591588,-971430189,53,,unknown,
502294486,1178200875,181,186,unknown,
502925681,1155205332,1445,1450,no,FD section 'Writing Oral Traditions'.
504777643,1176369270,40,40,unknown,
507076617,1176462032,63,63,unknown,
510549424,641538878,1392,1393,no,FD section 'Contemporary Poetry'.
512647377,-1801548117,23,23,unknown,
517282683,-1919052874,27,40,no,
517896592,-987510022,145,166,no,
518159751,1178026968,144,148,unknown,
522291878,1491133386,,,no,
523969840,1155205332,1160,1164,no,"FD section 'Love and Desire in Writing for Children, 1791-1979'."
524410921,-1757064847,120,120,unknown,
530137462,-1757064847,54,54,unknown,
530771091,1157986840,200,214,no,
533751347,641538878,906,909,no,"FD section 'Ireland/Herland: Literary Nationalism, 1845-1916'."
534141435,-1676398004,,,unknown,
536849513,-1024243326,27,27,unknown,winner under-12 poem
540607682,-140080942,15,15,unknown,
544385456,641538878,1327,1327,no,FD section 'Contemporary Poetry'.
544417045,-1896946720,41,41,unknown,
545170162,1079916148,207,252,unknown,
546323705,1178706087,60,61,unknown,
546524261,641538878,1331,1332,no,FD section 'Contemporary Poetry'.
548189648,2129094768,,,unknown,
548359958,-971430189,71,71,unknown,
550090129,1155205332,713,716,no,"First published in Philosophical Studies, vol 32 (1988-90). FD section 'Theology and Ethics: The Twentieth Century'."
551024756,641538878,1313,1313,no,FD section 'Contemporary Poetry'.
552319039,1176462032,47,47,unknown,
552428597,1155205332,1333,1334,no,IFC 416/B/3 (1975). FD section 'The Song Tradition'.
553234548,641538878,1049,1054,no,FD section 'Inscribing Voices: Twentieth Century Irish Language Memoirs'.
555937889,694946714,,,unknown,
557241079,1175079171,30,30,unknown,
561044463,-2101122274,30,31,unknown,
562907414,641538878,687,687,no,"FD section 'Philanthropic Insitutions of 18th Century Ireland'. Original MS 4810, NLI."
563609421,-971430189,4,4,unknown,
563636388,-1757064847,91,91,unknown,Published in Poetry Ireland Review v71 (2001)
564116546,-451078063,95,95,unknown,
565701480,18383829,31,31,unknown,
566403231,641538878,1321,1322,no,FD section 'Contemporary Poetry'.
567051032,1176369270,2,2,unknown,
572185747,1176369270,57,57,unknown,
573242328,641538878,1356,1357,no,FD section 'Contemporary Poetry'.
573341876,1947348391,60,60,no,
573691787,-1896946720,22,22,unknown,
574202760,641538878,260,261,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Debate on 25 May 1993."
574225057,2129094768,,,unknown,
575111036,641538878,1400,1401,no,FD section 'Contemporary Poetry'.
576982716,1155205332,639,639,no,"The Fall. FD section 'Poetry of the Spirit, 1900-95'."
578440450,-185156341,,,unknown,
579740252,641538878,1612,1615,no,"FD section 'Feminism, Culture and Critique in English'. First published in Women: A Cultural review, April 1990."
581163865,1197822356,477,478,yes,
584898573,1519339388,716,717,unknown,
585498873,1176369270,57,57,unknown,
585661692,18383829,42,42,unknown,
585666365,-40402274,85,94,no,
586666223,1155205332,655,659,no,
587289417,1183015742,,,unknown,
587648620,-444741407,52,61,unknown,
587875394,641538878,924,930,no,
588298453,1176369270,3,3,unknown,
591938237,423919546,51,53,unknown,
592321079,-1757064847,161,162,unknown,
595525668,-563654172,,,unknown,
598860767,-172005324,,,unknown,
599034678,-971430189,5,5,unknown,
601874171,548479339,81,81,unknown,
601984028,-971430189,45,45,unknown,
603676196,1176369270,78,78,unknown,
603990348,641538878,203,205,no,"FD section 'The Women's Movement in the Republic, 1968-80'."
606754532,641538878,1370,1370,no,FD section 'Contemporary Poetry'.
607371988,-2082907021,,,unknown,
608129572,1176369270,49,49,unknown,
608170392,-140080942,19,19,unknown,
609202033,-996415434,161,162,no,
609819603,641538878,1341,1341,no,FD section 'Contemporary Poetry'.
611205254,1380443118,,,no,
617206512,-971430189,14,14,unknown,
617850040,-856709638,,,unknown,
622319238,641538878,1363,1363,no,FD section 'Contemporary Poetry'.
622468674,-1757064847,79,79,unknown,
623055743,-1481746161,,,no,
624042991,1519339388,675,676,unknown,
624391612,-1896946720,2,3,unknown,
625782516,1176462032,15,15,unknown,
626215687,641538878,1319,1319,no,FD section 'Contemporary Poetry'.
627736978,-2082907021,,,unknown,
630992633,-1880623162,,,no,
633127775,1155205332,664,670,no,FD section 'Theology and Ethics: The Twentieth Century'.
634103725,-1972568981,,,no,
634747917,641538878,257,260,no,"FD section 'The Women's Movement and Politicians in the Republic, 1980-2000'. Speech on 13 August 1993"
640800801,641538878,944,948,no,"FD section 'Women's Fiction, 1845-1900'."
641654579,1519339388,315,318,unknown,
643534316,-1896946720,51,52,unknown,
644257993,115160935,,,no,
647861868,1040554684,40,42,unknown,
655012156,641538878,368,369,no,"Fd section 'Women, Politics and the State in Northern Ireland, 1918-66'. First published as a pamphlet by the Communist Party in Belfast, 1944."
659578436,-1757064847,65,65,unknown,
660162805,1187028408,61,66,no,Winner of the Rooney Prize in 1983.  Extract from novel 'In Night's City'.  Novel was adapted for television in the United Kingdom by Channel 4
662301442,1155205332,568,569,no,"'The Living Chalice'. FD section 'Hymns and Hymn-Writers, 1850-1930'."
663267167,-971430189,27,27,unknown,
666534439,1155205332,1141,1143,no,
666987443,641538878,598,600,no,"FD section 'Women of the House, 1800-1950'."
668242058,1176462032,24,24,unknown,
672052811,-1755222507,46,47,unknown,Originally pub. 1937
674526636,1176462032,28,28,unknown,
675199591,1646168793,375,385,unknown,
677557874,836020742,,,unknown,
677878353,1187028408,93,102,no,Winner of the Rooney Prize in 1987.  Extract from the novel 'Remembering Light and Stone'.
680173407,1176462032,35,35,unknown,
680487061,641538878,1326,1326,no,FD section 'Contemporary Poetry'.
680629917,1187005574,239,243,no,
680888266,1454525488,43,66,no,
681132065,-1555373775,,,no,
681920463,877202092,1,14,no,
688059989,641538878,1363,1364,no,FD section 'Contemporary Poetry'.
688950633,641538878,1370,1370,no,FD section 'Contemporary Poetry'.
690836790,-971430189,17,17,unknown,
691344882,-140080942,20,20,unknown,
691442946,1178706087,30,31,unknown,winner under-18 poem
692155305,423919546,36,36,unknown,
693271384,-1417010857,,,no,
693320948,0,94,95,unknown,
693776510,1141057531,164,166,no,
694841674,1088092210,,,no,
695143999,1155205332,1107,1109,no,"FD section 'Lesbian Encounters, 1745-1997'. 'The Travellers', 'Women's Rights', 'The Vision of Niamh'."
695213501,-1801548117,167,167,unknown,
697664901,641538878,1639,1645,no,"FD section 'Feminism, Culture and Critique in English'."
701474397,1733878082,137,150,no,
701902343,-183566161,,,no,
703147665,257626832,,,unknown,
703214317,-140080942,29,29,unknown,
705370815,-734962983,,,no,
705910636,1934315872,7,8,no,
706044581,-1996644185,,,unknown,
708001224,641538878,1303,1303,no,FD section 'Contemporary Poetry'.
708834780,1155205332,910,910,no,"FD section 'Ireland/Herland: Literary Nationalism, 1845-1916'."
714744136,-2069378448,98,116,unknown,
716952011,-1623861544,14,15,unknown,"winner, under 12"
717128367,-1841107699,172,184,no,
718465016,18383829,22,23,unknown,
721846504,548479339,11,11,unknown,
727964408,641538878,515,516,no,"FD section 'Property, Work and Home, c. 1170-1850'."
728866438,1834302610,37,38,unknown,
731170355,-492502623,102,120,no,
733323530,1000759152,,,no,
735480423,-140080942,28,28,unknown,
739758280,651507594,,,unknown,
740493114,18383829,20,21,unknown,
741658937,1370749761,,,unknown,
742231737,641538878,110,112,no,"FD section 'Women and Politics, 1860-1918'. Account of the Easter Rising, published in An Phoblacht (1936)."
746063036,641538878,1024,1024,no,"FD section 'Identity and Opposition: Women's Writing, 1890-1960'."
748000198,-881416515,,,no,
748018904,722738666,299,314,no,
749996397,-971430189,7,7,unknown,
750733713,641538878,1317,1317,no,"FD section 'Contemporary Poetry',"
750853716,-332119926,29,44,no,
752376118,1176369270,8,8,unknown,
755168287,1155205332,1263,1270,no,
756238301,641538878,1666,1667,no,"FD section ""Ethnicities""."
759068752,1176462032,32,32,unknown,
760841237,1519339388,517,519,unknown,
761301004,641538878,148,150,no,"FD section 'Women and Politics in Indepenent Ireland, 1921-68'."
762592745,1178026968,220,227,unknown,
766854431,-1767510575,,,unknown,
767674476,641538878,1312,1312,no,FD section 'Contemporary Poetry'.
775710351,1240233664,61,88,yes,
776019092,-1757064847,55,55,unknown,
776233851,567714609,50,51,unknown,
779848640,641538878,1267,1269,no,FD section 'Contemporary Women Playwrights'. First performed Sept 1987.
